trackid,source,dis,calorie,end_time,run_time,avg_pace,avg_frequency,avg_heart_rate,type,location,city,forefoot_ratio,bind_device,max_pace,min_pace,version,altitude_ascend,altitude_descend,total_step,avg_stride_length,max_frequency,max_altitude,min_altitude,lap_distance,sync_to,distance_ascend,max_cadence,avg_cadence,landing_time,flight_ratio,climb_dis_descend,climb_dis_ascend_time,climb_dis_descend_time,child_list,parent_trackid,max_heart_rate,min_heart_rate,swolf,total_strokes,total_trips,avg_stroke_speed,max_stroke_speed,avg_distance_per_stroke,swim_pool_length,te,swim_style,unit,add_info,sport_mode,downhill_num,downhill_max_altitude_desend,strokes,fore_hand,back_hand,serve,second_half_start_time,pb,rope_skipping_count,rope_skipping_avg_frequency,rope_skipping_max_frequency,rope_skipping_rest_time,left_landing_time,left_flight_ratio,right_landing_time,right_flight_ratio,marathon,model,situps,downstairs_floors,downstairs_height,min_pressure,avg_temperature,max_temperature,min_temperature,exercise_load,total_swing,average_beat,average_up_time,average_down_time,average_angle,average_score,average_power,max_power,work_value,strength_training_group,freestyle_length,breast_stroke_length,butterfly_length,back_stroke_length,medley_length,other_stroke_length,sport_title,averageAirTemp,highestAirTemp,lowestAirTemp,feature,useDEM,bestRTPC,worstRTPC,averageRTPC,averageGlideRatio,difficultySystem,highestDifficulty,runningType,dailyPlanFinished,degreeOfCompletion,runningProgram,waterType,fusionSuccess,needFusion,hyroxRace,strengthScores,createTime,updateTime,originSummary,weatherInfo,totalScore,bestHole,totalputts,scoringMethod,totalStrokes,crossfitContent,anaerobic_te,target_type,target_value,total_group,devicesource,deviceid,sn,spo2_max,spo2_min,avg_altitude,max_slope,avg_slope,avg_pulloar_time,avg_return_time,floor_number,upstairs_height,min_upstairs_floors,accumulated_gap,auto_recognition,app_name,pause_time,heartrate_setting_type,rpe,heart_range,number_of_break,max_pressure,avg_pressure,course_title,VO2_max,lactateThresholdUpdateFlag,thirdPartyDataSource,thirdPartyWorkoutId,displayType,weight,highPrecisionDistance,completionTime,dailyScore,date
1771528423,run.8388865.huami.com,0.0,86.0,1771528926,503,0.0,0.0,136.0,16,eycecyss3kus,,-1,0:MILI:8388865:0.110.18.2,0.0,0.0,16,-1,-1,0,0,0,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,159,118,-1,-1,-1,-1.0,-1.0,-1.0,-1,15,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,0,0,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,21,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1771616060404,1771616060404,,,0,0,0,0,0,,2,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,-1,0,,"0,94;0,113;185,132;249,151;49,170;0,189",-1,-1,-1,,-1,,,,0.0,,,,,2026-02-19 19:13:43
1771527799,run.8388865.huami.com,0.0,118.0,1771528396,597,0.0,0.0,151.0,10,eycecyss3kus,,-1,0:MILI:8388865:0.110.18.2,0.0,0.0,16,-1,-1,0,0,0,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,166,108,-1,-1,-1,-1.0,-1.0,-1.0,-1,22,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,0,0,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,40,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1771616060227,1771616060227,,,0,0,0,0,0,,1,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,-1,0,,"0,94;18,113;34,132;148,151;377,170;0,189",-1,-1,-1,,-1,,,,0.0,84.8,,,,2026-02-19 19:03:19
1771526182,run.8388865.huami.com,3500.0,238.0,1771527704,1522,0.434857,137.0,129.0,8,eycecyss3kus,,-1,0:MILI:8388865:0.110.18.2,0.344626,0.0,16,-1,-1,3469,100,158,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,156,81,-1,-1,-1,-1.0,-1.0,-1.0,-1,22,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,137,158,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,43,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1771616061650,1771616061650,,,0,0,0,0,0,,1,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,-1,0,,"56,94;347,113;224,132;818,151;56,170;0,189",-1,-1,-1,,-1,,,,,,,,,2026-02-19 18:36:22
1771353279,run.8388865.huami.com,0.0,127.0,1771354189,910,0.0,0.0,120.0,16,eycef5ggz4c1,,-1,0:MILI:8388865:0.110.18.2,0.0,0.0,16,-1,-1,0,0,0,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,148,100,-1,-1,-1,-1.0,-1.0,-1.0,-1,12,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,0,0,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,16,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1771407254659,1771407254659,,,0,0,0,0,0,,1,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,-1,0,,"0,94;259,113;513,132;117,151;0,170;0,189",-1,-1,-1,,-1,,,,0.0,,,,,2026-02-17 18:34:39
1771351426,run.8388865.huami.com,4500.0,328.0,1771353248,1822,0.404889,146.0,141.0,8,eycef5ggz4c1,,-1,0:MILI:8388865:0.110.18.2,0.230434,0.0,16,-1,-1,4428,101,158,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,166,97,-1,-1,-1,-1.0,-1.0,-1.0,-1,29,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,146,158,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,82,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1771407256236,1771407256236,,,0,0,0,0,0,,1,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,-1,0,,"0,94;338,113;50,132;728,151;683,170;0,189",-1,-1,-1,,-1,,,,,,,,,2026-02-17 18:03:46
1771083164,run.8388865.huami.com,0.0,239.0,1771084555,1391,0.0,0.0,136.0,16,eycef5u5rmct,,-1,0:MILI:8388865:0.110.18.2,0.0,0.0,16,-1,-1,0,0,0,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,169,110,-1,-1,-1,-1.0,-1.0,-1.0,-1,22,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,0,0,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,43,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1771117963736,1771117963736,,,0,0,0,0,0,,5,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,-1,0,,"0,94;20,113;621,132;450,151;279,170;0,189",-1,-1,-1,,-1,,,,0.0,,,,,2026-02-14 15:32:44
1771080103,run.8388865.huami.com,8280.0,687.0,1771083111,3008,0.363285,155.0,164.0,8,eycef5u5rmct,,-1,0:MILI:8388865:0.110.18.2,0.333001,0.0,16,-1,-1,7781,106,164,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,194,92,-1,-1,-1,-1.0,-1.0,-1.0,-1,45,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,155,164,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,278,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1771117965429,1771117965429,,,0,0,0,0,0,,23,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,-1,0,,"3,94;16,113;22,132;535,151;1308,170;1119,189",-1,-1,-1,,-1,,,,,,,,,2026-02-14 14:41:43
1771079648,run.8388865.huami.com,650.0,41.0,1771080064,404,0.621538,111.0,103.0,8,eycef5u5rmct,,-1,0:MILI:8388865:0.110.18.2,0.571219,0.0,16,-1,-1,749,86,119,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,115,85,-1,-1,-1,-1.0,-1.0,-1.0,-1,1,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,111,119,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,2,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1771117964233,1771117964233,,,0,0,0,0,0,,0,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,12,0,,"48,94;325,113;10,132;0,151;0,170;0,189",-1,-1,-1,,-1,,,,,,,,,2026-02-14 14:34:08
1770925735,run.8388865.huami.com,0.0,146.0,1770926659,924,0.0,0.0,129.0,16,eycef5u5rm8m,,-1,0:MILI:8388865:0.110.18.2,0.0,0.0,16,-1,-1,0,0,0,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,162,110,-1,-1,-1,-1.0,-1.0,-1.0,-1,18,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,0,0,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,23,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1770950597454,1770950597454,,,0,0,0,0,0,,2,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,-1,0,,"0,94;34,113;559,132;267,151;43,170;0,189",-1,-1,-1,,-1,,,,0.0,,,,,2026-02-12 19:48:55
1770923854,run.8388865.huami.com,4550.0,338.0,1770925643,1789,0.393187,146.0,145.0,8,eycef5u5rm8m,,-1,0:MILI:8388865:0.110.18.2,0.31437,0.0,16,-1,-1,4357,104,160,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,182,92,-1,-1,-1,-1.0,-1.0,-1.0,-1,30,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,146,160,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,79,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1770950597457,1770950597457,,,0,0,0,0,0,,6,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,-1,0,,"38,94;322,113;37,132;421,151;669,170;280,189",-1,-1,-1,,-1,,,,,,,,,2026-02-12 19:17:34
1770668243,run.8388865.huami.com,0.0,147.0,1770669329,1086,0.0,0.0,118.0,16,eycef5u5rqkc,,-1,0:MILI:8388865:0.110.18.2,0.0,0.0,16,-1,-1,0,0,0,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,147,100,-1,-1,-1,-1.0,-1.0,-1.0,-1,13,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,0,0,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,15,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1770686147595,1770686147595,,,0,0,0,0,0,,1,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,-1,0,,"0,94;350,113;632,132;82,151;0,170;0,189",-1,-1,-1,,-1,,,,0.0,,,,,2026-02-09 20:17:23
1770667310,run.8388865.huami.com,0.0,156.0,1770668210,900,0.0,0.0,138.0,10,eycef5u5rqkc,,-1,0:MILI:8388865:0.110.18.2,0.0,0.0,16,-1,-1,0,0,0,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,156,107,-1,-1,-1,-1.0,-1.0,-1.0,-1,23,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,0,0,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,40,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1770686147817,1770686147817,,,0,0,0,0,0,,1,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,-1,0,,"0,94;22,113;128,132;658,151;69,170;0,189",-1,-1,-1,,-1,,,,0.0,84.8,,,,2026-02-09 20:01:50
1770666160,run.8388865.huami.com,2150.0,138.0,1770667177,1017,0.473023,136.0,119.0,8,eycef5u5rqkc,,-1,0:MILI:8388865:0.110.18.2,0.274009,0.0,16,-1,-1,2313,92,166,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,142,82,-1,-1,-1,-1.0,-1.0,-1.0,-1,17,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,136,166,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,20,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1770686151613,1770686151613,,,0,0,0,0,0,,1,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,-1,0,,"80,94;227,113;531,132;156,151;0,170;0,189",-1,-1,-1,,-1,,,,,,,,,2026-02-09 19:42:40
1770470551,run.8388865.huami.com,0.0,209.0,1770471733,1182,0.0,0.0,139.0,16,eycef5u5rq35,,-1,0:MILI:8388865:0.110.18.2,0.0,0.0,16,-1,-1,0,0,0,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,167,116,-1,-1,-1,-1.0,-1.0,-1.0,-1,24,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,0,0,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,50,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1770510866051,1770510866051,,,0,0,0,0,0,,7,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,-1,0,,"0,94;0,113;429,132;503,151;228,170;0,189",-1,-1,-1,,-1,,,,0.0,,,,,2026-02-07 13:22:31
1770467810,run.8388865.huami.com,7250.0,639.0,1770470520,2710,0.373793,157.0,168.0,8,eycef5u5rq35,,-1,0:MILI:8388865:0.110.18.2,0.341663,0.0,16,-1,-1,7079,102,164,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,189,109,-1,-1,-1,-1.0,-1.0,-1.0,-1,43,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,157,164,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,231,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1770510868692,1770510868692,,,0,0,0,0,0,,1,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,-1,0,,"0,94;8,113;32,132;119,151;1015,170;1515,189",-1,-1,-1,,-1,,,,,,,,,2026-02-07 12:36:50
1770467412,run.8388865.huami.com,590.0,42.0,1770467774,362,0.613559,112.0,109.0,8,eycef5u5rq35,,-1,0:MILI:8388865:0.110.18.2,0.558749,0.0,16,-1,-1,679,86,119,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,127,92,-1,-1,-1,-1.0,-1.0,-1.0,-1,1,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,112,119,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,2,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1770510866094,1770510866094,,,0,0,0,0,0,,0,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,-1,0,,"4,94;251,113;86,132;0,151;0,170;0,189",-1,-1,-1,,-1,,,,,,,,,2026-02-07 12:30:12
1770410346,run.8388865.huami.com,0.0,155.0,1770411246,900,0.0,0.0,137.0,16,eycef5u5rmvj,,-1,0:MILI:8388865:0.110.18.2,0.0,0.0,16,-1,-1,0,0,0,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,175,116,-1,-1,-1,-1.0,-1.0,-1.0,-1,22,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,0,0,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,36,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1770423647368,1770423647368,,,0,0,0,0,0,,8,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,-1,0,,"0,94;0,113;443,132;272,151;153,170;10,189",-1,-1,-1,,-1,,,,0.0,,,,,2026-02-06 20:39:06
1770408820,run.8388865.huami.com,3650.0,265.0,1770410320,1500,0.410959,142.0,139.0,8,eycef5u5rmvj,,-1,0:MILI:8388865:0.110.18.2,0.327973,0.0,16,-1,-1,3560,102,162,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,168,93,-1,-1,-1,-1.0,-1.0,-1.0,-1,28,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,142,162,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,65,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1770423647519,1770423647519,,,0,0,0,0,0,,1,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,-1,0,,"19,94;346,113;32,132;453,151;627,170;0,189",-1,-1,-1,,-1,,,,,,,,,2026-02-06 20:13:40
1770233879,run.8388865.huami.com,0.0,153.0,1770234979,1100,0.0,0.0,120.0,16,eycef5u6vj6e,,-1,0:MILI:8388865:0.110.18.2,0.0,0.0,16,-1,-1,0,0,0,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,141,102,-1,-1,-1,-1.0,-1.0,-1.0,-1,12,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,0,0,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,14,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1770246254819,1770246254819,,,0,0,0,0,0,,1,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,-1,0,,"0,94;155,113;844,132;80,151;0,170;0,189",-1,-1,-1,,-1,,,,0.0,,,,,2026-02-04 19:37:59
1770232015,run.8388865.huami.com,4320.0,324.0,1770233795,1780,0.412037,147.0,141.0,8,eycef5u6vj6e,,-1,0:MILI:8388865:0.110.18.2,0.332442,0.0,16,-1,-1,4354,99,160,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,171,93,-1,-1,-1,-1.0,-1.0,-1.0,-1,29,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,147,160,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,67,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1770246255856,1770246255856,,,0,0,0,0,0,,1,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,-1,0,,"0,94;300,113;78,132;639,151;759,170;3,189",-1,-1,-1,,-1,,,,,,,,,2026-02-04 19:06:55
1770065178,run.8388865.huami.com,0.0,152.0,1770066227,1049,0.0,0.0,123.0,16,eycef5u5rqjk,,-1,0:MILI:8388865:0.110.18.2,0.0,0.0,16,-1,-1,0,0,0,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,150,107,-1,-1,-1,-1.0,-1.0,-1.0,-1,17,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,0,0,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,20,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1770152655015,1770152655015,,,0,0,0,0,0,,1,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,-1,0,,"0,94;223,113;554,132;250,151;0,170;0,189",-1,-1,-1,,-1,,,,0.0,,,,,2026-02-02 20:46:18
1770063349,run.8388865.huami.com,4140.0,325.0,1770065152,1803,0.435507,143.0,140.0,8,eycef5u5rqjk,,-1,0:MILI:8388865:0.110.18.2,0.248545,0.0,16,-1,-1,4285,96,164,-20000,-20000,-1,,-1,0,0,-1,0,-1,-1,-1,,-1,170,78,-1,-1,-1,-1.0,-1.0,-1.0,-1,30,-1,0,"{""upload_gps_permission"":""allow""}",0,-1,-1,-1,-1,-1,-1,-1,{},0,143,164,-1,-1,0,-1,0,,,0,0,-20000.0,-1,-274.0,-274.0,-274.0,76,-1,-1.0,-1.0,-1.0,-361,-1,-1.0,-1.0,-1.0,,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,1,False,21,21,21.0,0.0,0.0,0.0,0,False,0.0,0,0,0,0,,,1770152656374,1770152656374,,,0,0,0,0,0,,2,0,0,-1,8388865,C24E9EFFFE76C198,22122402108154,-1,-1,-20000.0,0,0,-1.0,-1.0,0,-20000.0,-1.0,-1,False,com.xiaomi.hm.health,-1,0,,"71,94;287,113;111,132;521,151;808,170;0,189",-1,-1,-1,,-1,,,,,,,,,2026-02-02 20:15:49
